,Unnamed: 0,client_id,province,transaction_method,card_type,amount(eur),time,possible_fraud,hour,mean_amount,std_amount,z_score
15516,15516,user_622,Valencia,Physical Card,Mastercard,2033.6,2024-05-04 02:18:56.125555450,Y,2,2279.728888888889,1429.2213052781963,-0.17221188067930476
15518,15518,user_990,Gerona,Online,Mastercard,3205.69,2024-05-26 04:16:01.179918691,Y,4,2134.1956250000003,1404.4009889295332,0.7629547283477188
15538,15538,user_1126,Huelva,Contactless,Mastercard,1640.53,2024-05-20 03:21:50.050108726,Y,3,2123.498421052632,1198.3583712370998,-0.4030250321145999
15541,15541,user_260,La Coruña,Online,Visa,946.34,2024-05-19 04:36:30.564432258,Y,4,2550.315,1686.1140442488856,-0.9512850008402153
15545,15545,user_382,Valencia,Contactless,Visa,2424.44,2024-05-06 02:17:18.101541079,Y,2,2484.963333333333,1438.129492218359,-0.04208475916864342
15554,15554,user_1297,Huelva,Physical Card,Visa,2906.0,2024-05-08 04:20:10.324288550,Y,4,2633.461176470588,1421.682274854698,0.19170163991618086
15556,15556,user_1598,Baleares,Online,Mastercard,3683.71,2024-05-20 02:10:05.162144275,Y,2,3134.6899999999996,1156.2397739482933,0.47483230759760425
15562,15562,user_767,Málaga,Online,Mastercard,4200.83,2024-05-17 02:01:59.126406353,Y,2,2481.3219999999997,1369.5515737532487,1.255526285357548
15563,15563,user_1903,Zamora,Online,Mastercard,4977.52,2024-05-10 12:21:46.986858277,Y,12,3123.0807692307694,881.0290801241234,2.1048558698062148
15566,15566,user_1982,Madrid,Online,Mastercard,1494.89,2024-05-04 05:11:58.502410891,Y,5,2377.8305882352943,1547.0559750275302,-0.570723104068411
15577,15577,user_1555,Ciudad Real,Contactless,Mastercard,2259.87,2024-05-22 03:34:58.326557625,Y,3,2579.9872727272727,1663.3062606513026,-0.19245840666885014
15583,15583,user_857,Alicante,Contactless,Mastercard,4902.58,2024-05-06 04:09:08.662191547,Y,4,1947.649411764706,1724.5496518565021,1.7134505724751208
15585,15585,user_933,Vizcaya,Online,Visa,2554.5,2024-05-18 03:06:35.159307932,Y,3,2645.1511764705883,1680.38829413354,-0.0539465650808588
15593,15593,user_1188,Lugo,Contactless,Visa,3695.32,2024-05-15 05:43:05.043017869,Y,5,2220.04,1419.9789978357908,1.0389449437269809
15595,15595,user_126,Toledo,Online,Visa,2108.16,2024-05-13 04:05:32.192493145,Y,4,1873.8323529411764,1560.9506640206848,0.15011854792081902
15597,15597,user_259,Toledo,Physical Card,Mastercard,732.01,2024-05-18 04:45:46.033847026,Y,4,2394.4966666666664,1562.0758162040975,-1.0642803949852901
15598,15598,user_950,Tarragona,Contactless,Mastercard,2514.17,2024-05-22 04:27:43.685355015,Y,4,1853.4171428571428,1185.0785184073147,0.5575604037029339
15615,15615,user_1623,Zamora,Contactless,Mastercard,4213.08,2024-05-09 03:11:49.653020705,Y,3,3049.754166666667,1033.8681210207028,1.1252168527885558
15616,15616,user_1638,Cantabria,Contactless,Mastercard,4864.93,2024-05-29 02:40:43.112413728,Y,2,2661.905,1564.7339523747435,1.4079230508525389
15618,15618,user_1878,Castellón,Online,Visa,2166.65,2024-05-24 04:51:25.033563392,Y,4,1568.8827777777778,1087.7862848480831,0.5495263458903644
15627,15627,user_96,Murcia,Contactless,Mastercard,96.03,2024-05-11 02:53:18.714191169,Y,2,2407.9853846153846,1314.5444508498963,-1.758750252317926
15629,15629,user_986,Madrid,Contactless,Mastercard,1465.33,2024-05-12 04:19:00.890611704,Y,4,2522.511875,1558.7041712106834,-0.6782440789767448
15631,15631,user_1564,Sevilla,Contactless,Discover,3997.2,2024-05-01 05:31:18.453247612,Y,5,2777.701111111111,1787.5039307497345,0.6822356403867561
15639,15639,user_1170,Santa Cruz de Tenerife,Physical Card,Mastercard,4383.22,2024-05-24 02:17:22.185875011,Y,2,2930.9270588235295,1432.9280102807184,1.0135142385080174
15641,15641,user_1500,Pontevedra,Contactless,Mastercard,478.68,2024-05-21 04:28:32.697362201,Y,4,2226.8016666666667,1617.3444520835053,-1.080859222297817
15642,15642,user_1086,Granada,Physical Card,Mastercard,1907.05,2024-05-02 05:45:15.741703696,Y,5,1953.7554545454548,1089.3541071512388,-0.04287444664581462
15645,15645,user_422,Valladolid,Online,Visa,3268.19,2024-05-14 05:14:21.454098515,Y,5,3114.3123529411764,1126.1198806384323,0.13664410841551403
15657,15657,user_1593,Tarragona,Online,Mastercard,4689.82,2024-05-18 03:46:40.831993949,Y,3,2609.434285714286,1865.0688047803583,1.1154471668570491
15663,15663,user_1215,Albacete,Physical Card,Mastercard,551.75,2024-05-27 05:10:04.141060792,Y,5,2386.565714285714,1505.35317190002,-1.2188606292102566
15665,15665,user_1045,Ciudad Real,Contactless,Mastercard,1172.59,2024-05-15 04:16:33.854590148,Y,4,1172.59,,
15666,15666,user_681,Pontevedra,Online,Mastercard,4327.26,2024-05-04 05:11:58.502410891,Y,5,3012.942,1145.6673446816924,1.1472073513321313
15669,15669,user_246,Sevilla,Physical Card,Visa,3285.23,2024-05-10 04:33:18.600737449,Y,4,2656.0933333333332,1749.3477459798285,0.35964071072345916
15670,15670,user_608,Barcelona,Online,Visa,2059.43,2024-05-06 03:24:49.760801739,Y,3,2391.0546153846153,1518.76388127876,-0.21835166049998248
15678,15678,user_1395,Murcia,Online,Visa,1007.89,2024-05-24 05:37:50.549305096,Y,5,3201.7766666666666,1900.020167270162,-1.1546649369615456
15679,15679,user_804,Valencia,Online,Mastercard,2615.55,2024-05-27 02:14:55.149853455,Y,2,2246.4700000000003,1092.120220171613,0.3379481426889099
15680,15680,user_1351,Málaga,Online,Mastercard,939.81,2024-05-08 02:45:12.678453247,Y,2,2735.8893749999997,1613.663026625938,-1.1130448832030824
15689,15689,user_1341,Barcelona,Physical Card,Visa,3953.99,2024-05-06 03:31:09.603857426,Y,3,2376.5861538461536,1471.3985168456716,1.0720439283406544
15703,15703,user_1025,Alicante,Contactless,Mastercard,3466.67,2024-05-03 04:53:47.985251016,Y,4,2729.7168421052634,1570.1642687454805,0.4693478081013413
15704,15704,user_1314,Tarragona,Contactless,Visa,1222.24,2024-05-28 05:09:15.129053607,Y,5,1634.091111111111,757.4917713157754,-0.5437037426765958
15721,15721,user_525,Barcelona,Physical Card,Mastercard,426.56,2024-05-16 03:18:46.255081781,Y,3,2898.4016666666666,1711.5892240351752,-1.4441792644844715
15728,15728,user_1971,Zamora,Online,Mastercard,1995.06,2024-05-24 02:34:15.100690176,Y,2,1892.4966666666667,1214.327530803229,0.0844610129735688
15733,15733,user_1800,Barcelona,Contactless,Visa,4906.68,2024-05-22 02:12:40.366833695,Y,2,1885.4009999999998,1453.3689761107162,2.0788107147333537
15737,15737,user_624,Madrid,Contactless,Mastercard,1110.75,2024-05-10 02:24:35.125271816,Y,2,2148.255833333333,1759.3292027797945,-0.5897167123094654
15744,15744,user_316,Zaragoza,Contactless,Mastercard,2865.04,2024-05-30 05:37:09.705965774,Y,5,3091.505,320.269874402823,-0.7071067811865479
15757,15757,user_1986,Cádiz,Online,Visa,1040.47,2024-05-14 04:13:09.637893542,Y,4,2384.781176470588,1579.3113311499192,-0.8512008683504954
15762,15762,user_1024,Valencia,Online,Mastercard,3703.49,2024-05-17 05:45:40.247707289,Y,5,2616.827142857143,1596.1819388853546,0.6807888440973684
15768,15768,user_574,Valladolid,Online,Visa,1189.75,2024-05-15 04:31:20.155053417,Y,4,2478.8392307692307,1510.7194720974371,-0.8532949065517096
15775,15775,user_1178,Málaga,Physical Card,Visa,617.21,2024-05-30 03:45:19.145315306,Y,3,2068.0226666666667,1238.1922268917854,-1.171718441738743
15776,15776,user_926,Gerona,Contactless,Mastercard,368.88,2024-05-16 04:03:05.156471589,Y,4,2448.3733333333334,1381.217150159278,-1.5055513415059552
15783,15783,user_1348,Sevilla,Physical Card,Visa,802.03,2024-05-13 02:01:01.945731303,Y,2,2228.2029411764706,1309.737114437305,-1.0889001506147202
15785,15785,user_1417,Cádiz,Online,Mastercard,4243.99,2024-05-18 02:13:49.800510541,Y,2,2360.6594444444445,1464.196997801273,1.2862548949244388
15797,15797,user_515,Madrid,Online,Mastercard,943.72,2024-05-01 03:33:08.049541457,Y,3,2478.8152631578946,1663.7920888586225,-0.9226484928239951
15803,15803,user_603,Baleares,Contactless,Mastercard,245.45,2024-05-14 02:36:05.377706344,Y,2,2712.7549999999997,1219.788347123964,-2.022732063162802
15811,15811,user_770,Navarra,Physical Card,American Express,1455.92,2024-05-19 02:38:20.160726103,Y,2,1455.92,,
15815,15815,user_1596,Guipúzcoa,Online,Visa,2962.64,2024-05-02 03:02:46.436607733,Y,3,2979.4052631578948,1517.9364494945412,-0.011044772765999232
15833,15833,user_1044,Barcelona,Physical Card,Visa,480.5,2024-05-06 02:27:51.173300557,Y,2,2016.7168421052634,1355.128008734282,-1.133632271050262
15848,15848,user_1523,Huelva,Online,Discover,3829.44,2024-05-26 03:50:41.807695944,Y,3,2385.8635,1361.0165758930073,1.060660483912786
15851,15851,user_826,Cádiz,Physical Card,Mastercard,2056.09,2024-05-09 02:21:10.908575210,Y,2,2088.2913333333336,1322.4404195159507,-0.024349931277145923
15866,15866,user_1890,La Coruña,Contactless,Visa,2098.81,2024-05-31 04:52:01.792568781,Y,4,3082.864,1199.5425071751317,-0.8203577564895159
15867,15867,user_246,Baleares,Physical Card,Mastercard,2600.33,2024-05-14 05:31:14.368913680,Y,5,2656.0933333333332,1749.3477459798285,-0.03187664285816408
15869,15869,user_630,Sevilla,Online,Visa,421.72,2024-05-05 05:04:49.647348019,Y,5,1976.464,1437.7994568327572,-1.081335781990663
15879,15879,user_1488,Barcelona,Online,Visa,940.5,2024-05-18 05:53:17.693107686,Y,5,1870.02,1745.6778345817422,-0.5324693832884173
15880,15880,user_565,Granada,Contactless,Visa,945.76,2024-05-18 02:05:23.343102959,Y,2,2451.15,1432.7987735814374,-1.0506639367348933
15881,15881,user_1034,Guipúzcoa,Online,Mastercard,2282.49,2024-05-29 02:23:50.197598563,Y,2,2663.508333333333,1281.837880083385,-0.2972437772774727
15889,15889,user_1631,Barcelona,Online,Visa,3109.27,2024-05-05 02:41:19.871419116,Y,2,2922.9733333333334,1286.8504222782253,0.1447694801520515
15892,15892,user_565,Barcelona,Contactless,Mastercard,979.28,2024-05-10 04:37:31.829441240,Y,4,2451.15,1432.7987735814374,-1.0272691651744648
15907,15907,user_1176,Gerona,Contactless,Mastercard,445.39,2024-05-27 05:01:37.683653209,Y,5,2692.3233333333333,1859.6753258745641,-1.208239579280674
15918,15918,user_1822,Madrid,Contactless,Visa,1000.74,2024-05-11 04:45:09.274841637,Y,4,2566.2245,1525.8858182586582,-1.025951274510521
15920,15920,user_1900,Barcelona,Physical Card,Visa,2026.56,2024-05-26 05:23:32.839179351,Y,5,2734.3250000000003,636.3569325072212,-1.1122138596203142
15921,15921,user_82,Tarragona,Online,Visa,4597.44,2024-05-16 05:27:29.730547414,Y,5,2993.9535294117645,1438.6326419770144,1.1145906354416326
15942,15942,user_911,Alicante,Physical Card,Mastercard,1386.59,2024-05-08 04:53:56.153918880,Y,4,2211.636111111111,1487.4266906903697,-0.554680184425208
15944,15944,user_797,Sevilla,Online,Mastercard,597.37,2024-05-04 02:56:55.183889571,Y,2,2574.35,2092.931649576736,-0.9445984537525697
15947,15947,user_1342,Alicante,Online,Discover,1562.2,2024-05-16 02:59:46.725914720,Y,2,2487.8205,1459.785163272412,-0.6340799477130107
15954,15954,user_1369,Huelva,Online,Mastercard,1475.21,2024-05-02 04:37:44.082443036,Y,4,2544.8885,1467.8542245714893,-0.7287361933452698
15973,15973,user_951,Barcelona,Contactless,Mastercard,3078.28,2024-05-26 02:07:17.704453058,Y,2,2383.026,1101.890576525541,0.6309646482251088
15976,15976,user_8,Las Palmas,Contactless,Mastercard,4985.8,2024-05-01 08:15:54.372695471,Y,8,2556.2916666666665,1418.0600656955924,1.7132619358698333
15982,15982,user_1113,Álava,Physical Card,Mastercard,4600.69,2024-05-07 02:18:35.703885789,Y,2,2751.2725,1014.2321464712672,1.823465669506259
15983,15983,user_535,Las Palmas,Physical Card,Visa,542.62,2024-05-10 03:15:13.869717311,Y,3,3176.337,1659.6514792104863,-1.5869096813343528
15990,15990,user_1404,Murcia,Online,Mastercard,4731.13,2024-05-20 03:42:56.193627682,Y,3,2753.837857142857,1816.7562031276368,1.0883640520688111
15992,15992,user_1770,Valencia,Physical Card,Mastercard,3933.63,2024-05-12 05:18:06.092464782,Y,5,3263.386470588235,1072.6979867776226,0.6248203480134906
15995,15995,user_1129,Alicante,Physical Card,Visa,2499.8,2024-05-12 02:31:23.558665027,Y,2,1937.9135294117646,954.7283028363432,0.5885302330715051
15997,15997,user_319,Madrid,Online,Mastercard,4860.98,2024-05-12 05:45:32.079039425,Y,5,2610.58125,1561.704196689736,1.4409891161015345
15999,15999,user_34,Melilla,Online,Visa,4723.94,2024-05-18 04:22:33.275976174,Y,4,1957.5657894736842,1352.868500792609,2.044821214261084
16001,16001,user_1962,Alicante,Online,Visa,1463.68,2024-05-20 03:11:16.978349248,Y,3,2634.2342105263156,1386.3788236798605,-0.8443249352433972
16006,16006,user_63,Madrid,Contactless,Visa,2267.18,2024-05-23 04:35:21.130755412,Y,4,1564.4899999999998,993.7537281439502,0.7071067811865476
16010,16010,user_1950,Barcelona,Online,Visa,3532.98,2024-05-03 05:02:14.442658598,Y,5,2491.0170000000003,1296.0602288884247,0.8039464345678184
16015,16015,user_1976,Orense,Online,Visa,575.22,2024-05-23 03:02:30.099272005,Y,3,2029.6821052631578,1569.810790851273,-0.9265206442328224
16019,16019,user_1340,Murcia,Physical Card,Mastercard,4143.01,2024-05-22 04:38:16.757114493,Y,4,2673.8715384615384,1628.7955247966013,0.9019784492113724
16024,16024,user_334,Valencia,Online,Visa,1910.51,2024-05-20 04:58:54.310295925,Y,4,2146.3166666666666,2099.983092535112,-0.11228979295352298
16026,16026,user_1062,Cantabria,Contactless,Visa,4810.54,2024-05-22 03:13:52.183038668,Y,3,2827.205,1519.5348418085057,1.305225089567208
16031,16031,user_1250,Baleares,Online,American Express,558.9,2024-05-13 04:20:18.492956414,Y,4,1984.985,1256.9245765438752,-1.134582795668822
16034,16034,user_855,Madrid,Contactless,Visa,1351.1,2024-05-11 05:50:34.319750401,Y,5,2757.1125,1458.571702392447,-0.9639652940570316
16038,16038,user_292,Barcelona,Online,Mastercard,4303.25,2024-05-08 04:37:03.239103715,Y,4,2117.9,1701.8820605215274,1.2840784039584494
16055,16055,user_1112,Madrid,Online,Visa,4034.42,2024-05-05 04:26:50.589013898,Y,4,3177.4325000000003,1277.5432542979797,0.6708089899241191
16057,16057,user_200,Lugo,Contactless,American Express,2076.97,2024-05-14 02:29:45.534650657,Y,2,2067.8193333333334,1132.7988493516318,0.008077927225918272
16063,16063,user_1435,La Coruña,Online,Visa,2094.55,2024-05-04 05:39:24.488985534,Y,5,2152.9750000000004,1106.0913149916694,-0.052821136201074155
16064,16064,user_467,Cádiz,Online,Visa,3755.12,2024-05-23 05:59:45.704831237,Y,5,2681.8852941176474,1578.3825736419137,0.679958537178982
16072,16072,user_347,Valencia,Online,Mastercard,4977.48,2024-05-31 13:54:21.681005956,Y,13,2293.2039999999997,1699.9239050986118,1.579056563619703
16076,16076,user_1360,Málaga,Contactless,Mastercard,3950.31,2024-05-15 05:07:12.599035643,Y,5,2622.113076923077,1383.1408918134155,0.9602759421967082
16088,16088,user_818,La Coruña,Online,Mastercard,1479.18,2024-05-24 03:05:54.315968611,Y,3,2530.876,816.9909137377233,-1.287279922353731
16096,16096,user_1695,Guipúzcoa,Physical Card,Mastercard,4890.27,2024-05-08 05:06:35.840030254,Y,5,4890.27,,
16103,16103,user_1810,Murcia,Physical Card,Visa,4955.14,2024-05-23 06:31:24.920109672,Y,6,3015.976923076923,1800.7084382282465,1.0768889820003615
16108,16108,user_213,Toledo,Contactless,Visa,1485.72,2024-05-23 05:13:20.189089533,Y,5,2423.8811111111113,1541.3673816083274,-0.6086550956671956
16115,16115,user_1367,Burgos,Physical Card,Visa,907.41,2024-05-23 03:27:49.471494752,Y,3,1765.6425,1626.006974837439,-0.5278160015800685
16117,16117,user_748,La Rioja,Contactless,Mastercard,4978.33,2024-05-09 19:05:39.340077526,Y,19,2101.41,1458.5437251541916,1.9724605785787213
16118,16118,user_329,Alicante,Online,Visa,3919.04,2024-05-14 03:28:50.736503734,Y,3,2097.207,1626.871402655689,1.1198383578604048
16122,16122,user_1210,Sevilla,Contactless,Mastercard,3207.72,2024-05-31 02:05:19.258769027,Y,2,2538.6706249999997,1461.5426512808021,0.45776931272836147
16124,16124,user_1216,Cantabria,Physical Card,Mastercard,2046.17,2024-05-02 03:42:52.109293750,Y,3,2539.7825,1445.7215486738794,-0.34142985587561925
16138,16138,user_1519,Sevilla,Online,Visa,2956.95,2024-05-25 03:28:18.061832277,Y,3,2619.7057142857143,1207.7190781366494,0.27924067096349
16140,16140,user_1551,Barcelona,Physical Card,Visa,4326.1,2024-05-24 03:12:14.159024298,Y,3,3303.9857142857145,1630.607185599454,0.6268304805357091
16143,16143,user_919,Tarragona,Contactless,Visa,3613.96,2024-05-16 03:27:12.712489363,Y,3,2656.89375,1341.0607403438767,0.7136636106091567
16146,16146,user_1844,Albacete,Online,Mastercard,1950.42,2024-05-24 05:56:50.078472156,Y,5,2604.6523529411766,1648.6469680602086,-0.3968298644984885
16150,16150,user_782,Alicante,Online,Mastercard,2556.97,2024-05-01 05:24:58.610191925,Y,5,2864.5982352941173,1167.0502371108287,-0.26359468128440444
16155,16155,user_1066,Gerona,Online,Mastercard,1350.73,2024-05-01 03:45:47.735652831,Y,3,2374.3144444444447,1638.031861343905,-0.6248867733284847
16162,16162,user_1403,Sevilla,Physical Card,Mastercard,548.45,2024-05-01 04:57:32.623617282,Y,4,2402.902,1315.6662410251824,-1.409515530743564
16165,16165,user_1961,Asturias,Online,Visa,3431.19,2024-05-11 02:44:52.256783587,Y,2,3160.094,1557.542439844114,0.17405368423035236
16169,16169,user_49,Madrid,Online,Visa,2244.31,2024-05-07 04:16:46.107591944,Y,4,2772.543888888889,1273.1023895061778,-0.41491862181940053
16172,16172,user_181,Barcelona,Contactless,Mastercard,1423.86,2024-05-25 05:24:21.851186536,Y,5,3449.7228571428573,1398.637729195688,-1.4484543172647477
16180,16180,user_1369,Burgos,Physical Card,Mastercard,3548.67,2024-05-11 04:00:50.373451829,Y,4,2544.8885,1467.8542245714893,0.6838427707581344
16184,16184,user_289,Barcelona,Online,Visa,4814.47,2024-05-28 05:51:27.416091519,Y,5,2870.045,1442.9242801847458,1.3475585841212987
16185,16185,user_479,Barcelona,Online,Visa,2135.26,2024-05-25 03:24:04.833128486,Y,3,2844.9605263157896,1463.6808172984593,-0.48487383173176773
16203,16203,user_163,Madrid,Contactless,Mastercard,295.75,2024-05-11 02:17:26.270208943,Y,2,1845.7277777777776,1260.2533717845965,-1.2298937757118742
16210,16210,user_875,Baleares,Contactless,Mastercard,2517.32,2024-05-22 05:12:02.586744823,Y,5,2675.445555555556,1217.770400949119,-0.12984841430889946
16211,16211,user_549,Lugo,Contactless,Mastercard,4577.01,2024-05-10 03:06:47.412309728,Y,3,2982.759,1288.024126779291,1.2377493300427769
16215,16215,user_1410,Huesca,Contactless,Mastercard,142.02,2024-05-30 02:25:07.799943273,Y,2,2173.7225,1750.0973063602908,-1.1609083064217547
16216,16216,user_1040,Málaga,Online,Visa,76.0,2024-05-22 03:47:38.012668998,Y,3,2426.737,1549.2265147047447,-1.517361714176451
16221,16221,user_1393,Almería,Online,American Express,4388.9,2024-05-07 02:01:42.789070624,Y,2,2525.397,1487.0684447152314,1.2531386881501976
16233,16233,user_1307,Madrid,Online,Mastercard,597.31,2024-05-04 04:12:53.300557814,Y,4,1655.4363636363635,1193.9862284823282,-0.8862132061450527
16240,16240,user_1429,Las Palmas,Online,Visa,608.81,2024-05-04 05:49:57.560745012,Y,5,2583.946842105263,1439.9103213281207,-1.3717082326929004
16242,16242,user_339,Albacete,Online,Visa,562.26,2024-05-28 05:49:20.801739623,Y,5,2928.9066666666663,2051.3045336403206,-1.153727604972787
16244,16244,user_888,Guipúzcoa,Online,Mastercard,4286.79,2024-05-08 04:26:30.167344237,Y,4,3180.8958333333335,1390.9903671874702,0.7950408520101707
16257,16257,user_1731,Barcelona,Online,Mastercard,1824.61,2024-05-28 03:30:04.254514512,Y,3,2760.162,1458.2117390636922,-0.64157486525291
16263,16263,user_1068,Valencia,Online,Visa,2551.19,2024-05-11 02:13:13.041505152,Y,2,2851.6546153846157,1406.7279960936262,-0.21359112509240052
16268,16268,user_208,Castellón,Online,Visa,1352.14,2024-05-13 02:45:20.847121111,Y,2,2214.32125,1284.1398607343306,-0.6714075906863951
16270,16270,user_273,Barcelona,Online,Visa,3628.1,2024-05-29 02:00:37.439727711,Y,2,2525.0766666666664,1291.5937563129771,0.8540017539896272
16271,16271,user_937,Murcia,Online,Mastercard,3478.19,2024-05-27 02:06:28.692445873,Y,2,2439.5383333333334,1602.1513332568388,0.648285617660914
16276,16276,user_215,Zaragoza,Online,Mastercard,371.31,2024-05-30 03:51:38.988370993,Y,3,2217.27,1729.4437100656714,-1.0673721204432287
16279,16279,user_899,Madrid,Online,Visa,3579.05,2024-05-11 03:10:11.629006334,Y,3,2606.3036842105266,1513.0014410921042,0.6429249102944228
16285,16285,user_1268,Zaragoza,Online,Mastercard,4863.31,2024-05-28 05:13:28.357757398,Y,5,2054.045833333333,1494.4853589748384,1.8797535551594287
16286,16286,user_1046,Zaragoza,Online,Visa,4926.09,2024-05-02 05:45:15.741703696,Y,5,2338.326,1723.568866095182,1.5013986681383311
16289,16289,user_1366,Cantabria,Online,American Express,55.47,2024-05-29 05:06:19.502694526,Y,5,2255.7085714285713,1561.8983530447672,-1.408695109473304
16290,16290,user_1546,Córdoba,Contactless,Mastercard,3186.53,2024-05-08 04:03:17.409473385,Y,4,2715.803125,1459.260390237551,0.3225790805733933
16295,16295,user_564,Valencia,Contactless,Visa,2687.24,2024-05-27 02:19:08.378557247,Y,2,3213.6795,1542.31226608306,-0.3413313319078858
16299,16299,user_8,Asturias,Physical Card,Mastercard,1006.29,2024-05-14 02:55:04.906873404,Y,2,2556.2916666666665,1418.0600656955924,-1.0930437321823556
16303,16303,user_81,Jaén,Online,Visa,3830.67,2024-05-27 03:54:06.024392550,Y,3,2269.251875,1442.3556337612847,1.0825472501037985
16326,16326,user_1773,Barcelona,Online,Mastercard,3151.22,2024-05-17 02:58:57.713907535,Y,2,2569.4478571428567,1357.6233708165762,0.4285224866946875
16329,16329,user_2000,Barcelona,Online,Visa,3706.88,2024-05-01 05:03:52.466672969,Y,5,2526.305714285714,1736.3571771562165,0.6799144215522611
16330,16330,user_106,Barcelona,Physical Card,Mastercard,1558.32,2024-05-16 05:02:10.358324666,Y,5,2662.9992307692305,1769.5849753235998,-0.6242589342550338
16331,16331,user_207,Granada,Physical Card,Mastercard,4341.02,2024-05-16 02:21:47.667580599,Y,2,2428.55625,1598.4246442789643,1.1964678828276554
16335,16335,user_1557,Valencia,Online,American Express,4025.81,2024-05-31 02:22:12.173584192,Y,2,2195.9025,1535.9634636143962,1.1913743675216732
16342,16342,user_789,Pontevedra,Online,Mastercard,1939.94,2024-05-18 02:18:03.029214333,Y,2,2358.8957142857143,1644.4458664431324,-0.25477014648825014
16343,16343,user_435,Sevilla,Online,Visa,408.3,2024-05-05 02:18:07.113548265,Y,2,1842.1305555555555,1385.1315796553397,-1.0351583752875908
16352,16352,user_564,Cáceres,Online,Mastercard,3675.23,2024-05-14 03:03:31.364280987,Y,3,3213.6795,1542.31226608306,0.29925878834652503
16355,16355,user_1453,Valencia,Online,Visa,4956.63,2024-05-18 21:51:20.608868299,Y,21,3136.203076923077,1474.930497426826,1.2342459026054806
16359,16359,user_603,Huelva,Physical Card,Visa,1868.82,2024-05-09 04:59:26.984967382,Y,4,2712.7549999999997,1219.788347123964,-0.6918700297390468
16360,16360,user_1678,La Coruña,Online,Visa,215.65,2024-05-02 02:14:14.306514134,Y,2,2286.265,1600.8600909230013,-1.2934390779934766
16374,16374,user_609,Pontevedra,Contactless,Mastercard,1280.32,2024-05-07 03:55:39.964072988,Y,3,2681.3506666666667,1451.26890111214,-0.9653832350386793
16376,16376,user_1009,Madrid,Contactless,Mastercard,3683.89,2024-05-07 04:27:19.179351422,Y,4,2810.509,1426.1559458398806,0.6124021728112315
16390,16390,user_869,Castellón,Online,Visa,2840.98,2024-05-16 05:40:09.416658788,Y,5,2747.236923076923,1360.8226147529576,0.06888706574008169
16409,16409,user_1820,Asturias,Online,Mastercard,4962.99,2024-05-10 23:26:30.507705398,Y,23,2654.47,1718.2634006710712,1.3435192759727077
16411,16411,user_453,Guipúzcoa,Online,Visa,4032.86,2024-05-06 05:14:33.707100312,Y,5,2323.683,1528.0724407053347,1.11851830742466
16437,16437,user_1738,Guadalajara,Online,Mastercard,906.99,2024-05-02 02:39:33.678736881,Y,2,1794.6592857142857,1006.8192166992221,-0.881657075065015
16439,16439,user_611,La Coruña,Contactless,Mastercard,2217.93,2024-05-23 02:16:04.583530301,Y,2,1576.159090909091,1344.134449870656,0.47746035313109153
16443,16443,user_1584,Las Palmas,Online,Mastercard,4987.55,2024-05-06 14:59:05.882575399,Y,14,2778.605625,1445.8145533918184,1.527819988959104
16451,16451,user_1550,Málaga,Physical Card,Visa,1798.62,2024-05-24 03:31:13.688191358,Y,3,1922.719090909091,1181.8314987548315,-0.10500573985364317
16465,16465,user_356,Zaragoza,Online,Mastercard,351.8,2024-05-15 05:51:31.500425451,Y,5,2323.5468421052633,1381.8010824566475,-1.4269397145063567
16472,16472,user_224,Vizcaya,Contactless,Mastercard,1503.38,2024-05-15 03:55:27.711071192,Y,3,2247.59,1363.6042045500838,-0.5457668710001884
16475,16475,user_154,La Coruña,Contactless,Mastercard,1988.04,2024-05-22 04:40:23.371466389,Y,4,2475.8720000000003,1207.3795714146706,-0.40404195296133266
16477,16477,user_198,Vizcaya,Online,Visa,1463.58,2024-05-24 05:31:30.706249409,Y,5,2004.008888888889,1255.3420761733078,-0.43050328603363053
16480,16480,user_1165,Almería,Physical Card,Visa,1230.43,2024-05-05 03:50:58.145031672,Y,3,1998.847777777778,1340.189910324633,-0.5733648431897571
16481,16481,user_450,Teruel,Online,Mastercard,1290.07,2024-05-07 02:56:34.762219911,Y,2,2672.3433333333332,1481.1824770320052,-0.9332228505046414
16482,16482,user_966,Madrid,Physical Card,Mastercard,4149.28,2024-05-24 05:39:57.163656991,Y,5,2363.443076923077,1574.3688174015676,1.1343192924923238
16485,16485,user_1487,Jaén,Contactless,Mastercard,61.6,2024-05-25 03:11:25.147017112,Y,3,1753.7857142857142,1294.3651916912418,-1.30734797655882
16487,16487,user_1938,Barcelona,Online,Mastercard,4146.51,2024-05-03 02:13:25.294506949,Y,2,2464.73,1667.437092339951,1.0086017683821111
16488,16488,user_993,Murcia,Contactless,Mastercard,2363.76,2024-05-25 02:22:53.016923513,Y,2,1911.0525,843.7751226609071,0.5365262471502522
16493,16493,user_1055,Barcelona,Contactless,Mastercard,1378.92,2024-05-28 05:21:54.815164980,Y,5,2733.2355555555555,1409.3765408327445,-0.9609323813175891
16494,16494,user_1877,Madrid,Online,Visa,4132.34,2024-05-15 04:50:19.684220478,Y,4,3061.0559999999996,1345.4841178731501,0.7962070943605143
16495,16495,user_686,Madrid,Contactless,Visa,4762.99,2024-05-12 04:54:53.334593930,Y,4,2812.5946666666664,1500.7213668426575,1.2996385447864565
16497,16497,user_553,Guipúzcoa,Online,American Express,1291.68,2024-05-03 04:47:28.142195329,Y,4,2462.0133333333333,1742.1327790919574,-0.671781937277674
